Invoice_Number,BOL_Number,Carrier,Invoice_Date,Invoice_Currency,Billed_Weight_KG,Billed_Base_Rate,Billed_Fuel_Surcharge,Billed_Demurrage_Amount,Billed_Detention_Amount,Billed_Total_Amount
INV-2026-5471,BOL202600471,CMA CGM,2026-04-02,VND,16056.3,43977500.0,6419000.0,11025000.0,0.0,61421500.0
INV-2026-5472,BOL202600472,COSCO,2026-06-09,USD,24515.9,2730.0,409.5,150.0,40.0,3329.5
INV-2026-5473,BOL202600473,COSCO,2026-05-01,USD,24194.8,1121.0,168.15,150.0,120.0,1559.15
INV-2026-5474,BOL202600474,Maersk,2026-05-17,USD,18232.7,2499.0,299.88,0.0,0.0,2798.88
INV-2026-5475,BOL202600475,COSCO,2026-03-12,USD,21476.8,2730.0,409.5,450.0,120.0,3709.5
INV-2026-5476,BOL202600476,Maersk,2026-05-15,USD,17704.3,2092.0,291.0,100.0,40.0,2523.0
INV-2026-5477,BOL202600477,Evergreen,2026-03-16,EUR,19175.8,1495.0,179.4,0.0,320.0,1994.4
INV-2026-5478,BOL202600478,CMA CGM,2026-06-01,EUR,12349.8,1499.0,162.0,50.0,0.0,1711.0
INV-2026-5479,BOL202600479,CMA CGM,2026-06-14,USD,19017.7,1529.0,152.9,850.0,280.0,2811.9
INV-2026-5480,BOL202600480,CMA CGM,2026-04-02,USD,19704.4,1645.0,262.0,750.0,200.0,2857.0
INV-2026-5481,BOL202600481,MSC,2026-03-10,USD,19613.4,2033.0,304.95,550.0,0.0,2887.95
INV-2026-5482,BOL202600482,Maersk,2026-06-07,VND,20969.5,61225500.0,7347060.0,4900000.0,4900000.0,78372560.0
INV-2026-5483,BOL202600483,COSCO,2026-02-12,USD,12115.4,3467.0,145.0,0.0,160.0,3772.0
INV-2026-5484,BOL202600484,MSC,2026-06-10,USD,23501.1,2778.0,416.7,100.0,280.0,3574.7
INV-2026-5485,BOL202600485,CMA CGM,2026-02-04,EUR,18628.6,2784.0,206.0,850.0,240.0,4080.0
INV-2026-5486,BOL202600486,Evergreen,2026-05-24,USD,10695.0,1866.0,186.6,150.0,40.0,2242.6
INV-2026-5487,BOL202600487,CMA CGM,2026-06-04,USD,22873.9,811.0,81.1,200.0,0.0,1092.1
INV-2026-5488,BOL202600488,MSC,2026-05-12,USD,22253.7,1635.0,163.5,0.0,280.0,2078.5
INV-2026-5489,BOL202600489,COSCO,2026-06-22,USD,10087.5,3394.0,324.4,450.0,0.0,4168.4
INV-2026-5490,BOL202600490,CMA CGM,2026-06-17,USD,18213.0,2102.2,210.22,322.0,110.4,2744.82
INV-2026-5491,BOL202600491,ONE,2026-05-15,EUR,16817.1,1230.0,123.0,0.0,0.0,1353.0
INV-2026-5492,BOL202600492,ONE,2026-06-19,USD,19790.1,688.0,134.0,50.0,0.0,872.0
INV-2026-5493,BOL202600493,MSC,2026-05-20,USD,18945.5,1635.0,163.5,0.0,80.0,1878.5
INV-2026-5494,BOL202600494,MSC,2026-06-26,USD,16370.1,1169.0,254.0,750.0,320.0,2493.0
INV-2026-5495,BOL202600495,ONE,2026-02-27,VND,21189.0,1081.0,111.72,0.0,0.0,1192.72
INV-2026-5496,BOL202600496,CMA CGM,2026-06-09,EUR,26413.1,2784.0,206.0,550.0,240.0,3780.0
INV-2026-5497,BOL202600497,ONE,2026-02-08,EUR,20174.0,512.0,61.44,750.0,0.0,1323.44
INV-2026-5498,BOL202600498,ONE,2026-06-03,USD,15933.4,1461.0,178.0,0.0,280.0,1919.0
INV-2026-5499,BOL202600499,ONE,2026-05-08,EUR,18336.1,2838.0,283.8,200.0,0.0,3321.8
INV-2026-5500,BOL202600500,CMA CGM,2026-03-21,USD,13227.3,1017.0,291.0,850.0,240.0,2398.0
INV-2026-5501,BOL202600501,COSCO,2026-04-13,EUR,18253.0,2575.0,191.0,350.0,0.0,3116.0
INV-2026-5502,BOL202600502,Evergreen,2026-02-07,VND,10004.6,66370500.0,6247500.0,4900000.0,1960000.0,79478000.0
INV-2026-5503,BOL202600503,Maersk,2026-05-11,USD,16487.2,2629.0,315.48,150.0,0.0,3094.48
INV-2026-5504,BOL202600504,Evergreen,2026-02-06,USD,24281.7,1866.0,186.6,850.0,280.0,3182.6
INV-2026-5505,BOL202600505,ONE,2026-05-01,EUR,14424.1,1230.0,123.0,0.0,120.0,1473.0
INV-2026-5506,BOL202600506,Maersk,2026-05-03,EUR,16514.2,1346.0,201.9,150.0,0.0,1697.9
INV-2026-5507,BOL202600507,Evergreen,2026-06-05,USD,11872.1,1866.0,186.6,50.0,240.0,2342.6
INV-2026-5508,BOL202600508,ONE,2026-06-25,VND,25456.9,67669000.0,3503500.0,4900000.0,980000.0,77052500.0
INV-2026-5509,BOL202600509,CMA CGM,2026-04-28,USD,24344.4,2709.0,325.08,200.0,0.0,3234.08
INV-2026-5510,BOL202600510,Evergreen,2026-03-28,USD,22618.5,2309.0,270.0,250.0,280.0,3109.0
INV-2026-5511,BOL202600511,MSC,2026-03-28,USD,15649.5,1016.0,279.0,0.0,280.0,1575.0
INV-2026-5512,BOL202600512,ONE,2026-04-02,USD,16382.9,973.36,236.44,506.0,36.8,1752.6
INV-2026-5513,BOL202600513,Evergreen,2026-02-13,EUR,15656.6,1969.0,270.0,50.0,0.0,2289.0
INV-2026-5514,BOL202600514,COSCO,2026-03-22,EUR,13757.8,2263.0,270.0,550.0,0.0,3083.0
INV-2026-5515,BOL202600515,ONE,2026-03-19,EUR,13995.1,2838.0,283.8,0.0,0.0,3121.8
INV-2026-5516,BOL202600516,Evergreen,2026-02-20,USD,20813.0,2504.0,191.0,200.0,200.0,3095.0
INV-2026-5517,BOL202600517,Evergreen,2026-01-23,USD,15939.1,3152.0,472.8,100.0,200.0,3924.8
INV-2026-5518,BOL202600518,ONE,2026-04-14,EUR,22228.2,1535.0,279.0,0.0,160.0,1974.0
INV-2026-5519,BOL202600519,Evergreen,2026-03-25,USD,25034.5,589.0,190.0,250.0,240.0,1269.0
INV-2026-5520,BOL202600520,ONE,2026-05-04,USD,11925.9,3050.0,280.0,100.0,120.0,3550.0
INV-2026-5521,BOL202600521,CMA CGM,2026-01-23,USD,16070.8,811.0,81.1,0.0,240.0,1132.1
INV-2026-5522,BOL202600522,MSC,2026-03-31,USD,13794.2,3019.0,452.85,200.0,40.0,3711.85
INV-2026-5523,BOL202600523,CMA CGM,2026-04-28,USD,13368.5,627.0,62.7,650.0,120.0,1459.7
INV-2026-5524,BOL202600524,COSCO,2026-05-04,USD,12878.2,792.0,79.2,200.0,240.0,1311.2
INV-2026-5525,BOL202600525,Evergreen,2026-03-22,VND,22865.4,66370500.0,6247500.0,1225000.0,3920000.0,77763000.0
INV-2026-5526,BOL202600526,CMA CGM,2026-03-16,USD,21816.7,942.0,113.04,450.0,0.0,1505.04
INV-2026-5527,BOL202600527,Evergreen,2026-03-18,USD,25929.0,2371.0,170.0,150.0,160.0,2851.0
INV-2026-5528,BOL202600528,CMA CGM,2026-04-25,EUR,18994.2,1790.0,214.8,0.0,80.0,2084.8
INV-2026-5529,BOL202600529,Maersk,2026-02-22,EUR,23423.5,2959.0,260.0,100.0,360.0,3679.0
INV-2026-5530,BOL202600530,Maersk,2026-04-21,USD,18965.6,2092.0,291.0,0.0,0.0,2383.0
INV-2026-5531,BOL202600531,Maersk,2026-05-07,EUR,20873.4,2293.0,183.0,0.0,200.0,2676.0
INV-2026-5532,BOL202600532,CMA CGM,2026-06-22,USD,14553.7,551.0,245.0,450.0,160.0,1406.0
INV-2026-5533,BOL202600533,MSC,2026-06-06,VND,19871.8,22638000.0,2263800.0,2450000.0,7840000.0,35191800.0
INV-2026-5534,BOL202600534,COSCO,2026-03-04,EUR,24857.1,959.0,296.0,250.0,200.0,1705.0
INV-2026-5535,BOL202600535,MSC,2026-06-25,EUR,11141.5,1898.0,133.0,0.0,0.0,2031.0
INV-2026-5536,BOL202600536,COSCO,2026-04-18,VND,21366.9,28003500.0,2800350.0,11025000.0,3920000.0,45748850.0
INV-2026-5537,BOL202600537,CMA CGM,2026-04-13,USD,25020.3,811.0,81.1,200.0,240.0,1332.1
INV-2026-5538,BOL202600538,COSCO,2026-05-27,USD,23667.4,2549.0,232.0,550.0,40.0,3371.0
INV-2026-5539,BOL202600539,CMA CGM,2026-03-28,USD,16352.7,2242.0,210.0,0.0,120.0,2572.0
INV-2026-5540,BOL202600540,Evergreen,2026-06-13,EUR,22239.9,927.0,92.7,0.0,0.0,1019.7
INV-2026-5541,BOL202600541,CMA CGM,2026-03-02,USD,24167.5,551.0,245.0,0.0,0.0,796.0
INV-2026-5542,BOL202600542,MSC,2026-04-17,VND,13590.6,1898.0,133.0,0.0,0.0,2031.0
INV-2026-5543,BOL202600543,Maersk,2026-04-29,USD,17475.1,2163.0,259.56,650.0,80.0,3152.56
INV-2026-5544,BOL202600544,Maersk,2026-06-21,USD,25175.8,2199.0,204.0,0.0,200.0,2603.0
INV-2026-5545,BOL202600545,CMA CGM,2026-05-27,USD,20232.5,2709.0,325.08,850.0,120.0,4004.08
INV-2026-5546,BOL202600546,ONE,2026-05-31,USD,17069.8,688.0,134.0,50.0,0.0,872.0
INV-2026-5547,BOL202600547,ONE,2026-03-15,USD,15502.2,2264.0,226.4,150.0,0.0,2640.4
INV-2026-5548,BOL202600548,MSC,2026-06-08,USD,22253.9,1619.0,206.0,200.0,40.0,2065.0
INV-2026-5549,BOL202600549,Maersk,2026-02-02,VND,24114.6,474.0,196.0,50.0,120.0,840.0
INV-2026-5550,BOL202600550,ONE,2026-03-14,USD,13529.5,1593.0,191.16,50.0,240.0,2074.16
INV-2026-5551,BOL202600551,Evergreen,2026-03-28,USD,21886.8,3264.0,391.68,150.0,0.0,3805.68
INV-2026-5552,BOL202600552,ONE,2026-02-10,USD,11765.7,1788.0,202.0,350.0,120.0,2460.0
INV-2026-5553,BOL202600553,Maersk,2026-04-14,EUR,10310.3,474.0,196.0,150.0,0.0,820.0
INV-2026-5554,BOL202600554,CMA CGM,2026-03-10,VND,12000.6,74039000.0,5855500.0,8575000.0,0.0,88469500.0
INV-2026-5555,BOL202600555,CMA CGM,2026-03-21,USD,17897.3,2694.0,269.4,150.0,0.0,3113.4
INV-2026-5556,BOL202600556,MSC,2026-06-05,USD,22662.8,1934.0,149.0,0.0,0.0,2083.0
INV-2026-5557,BOL202600557,Maersk,2026-02-12,USD,11142.2,2092.0,291.0,0.0,40.0,2423.0
INV-2026-5558,BOL202600558,ONE,2026-04-04,USD,11951.4,2579.0,120.0,0.0,80.0,2779.0
INV-2026-5559,BOL202600559,Maersk,2026-05-20,VND,10536.2,61225500.0,7347060.0,8575000.0,2940000.0,80087560.0
INV-2026-5560,BOL202600560,COSCO,2026-06-08,VND,20903.1,870.0,130.5,650.0,40.0,1690.5
INV-2026-5561,BOL202600561,ONE,2026-02-28,VND,18793.3,67620000.0,5782000.0,0.0,4900000.0,78302000.0
INV-2026-5562,BOL202600562,CMA CGM,2026-04-10,VND,10833.4,47089000.0,7080500.0,0.0,0.0,54169500.0
INV-2026-5563,BOL202600563,Evergreen,2026-04-04,USD,12677.8,2709.0,255.0,200.0,0.0,3164.0
INV-2026-5564,BOL202600564,COSCO,2026-05-07,EUR,22535.6,1630.0,260.0,550.0,200.0,2640.0
INV-2026-5565,BOL202600565,COSCO,2026-03-11,EUR,13979.6,2254.0,167.0,0.0,240.0,2661.0
INV-2026-5566,BOL202600566,CMA CGM,2026-04-18,USD,18581.7,3253.0,159.0,0.0,200.0,3612.0
INV-2026-5567,BOL202600567,COSCO,2026-03-29,USD,22617.0,792.0,79.2,450.0,120.0,1441.2
INV-2026-5568,BOL202600568,CMA CGM,2026-03-08,EUR,15730.7,1155.0,166.0,50.0,0.0,1371.0
INV-2026-5569,BOL202600569,Evergreen,2026-06-08,EUR,18683.7,927.0,92.7,0.0,200.0,1219.7
INV-2026-5570,BOL202600570,CMA CGM,2026-03-20,USD,17494.3,1645.0,262.0,850.0,360.0,3117.0
INV-2026-5571,BOL202600571,COSCO,2026-03-02,USD,17190.1,800.4,120.06,138.0,36.8,1095.26
INV-2026-5572,BOL202600572,Maersk,2026-05-16,USD,18095.3,1253.0,110.3,0.0,0.0,1363.3
INV-2026-5573,BOL202600573,Maersk,2026-04-29,USD,11013.5,2313.0,259.56,550.0,160.0,3282.56
INV-2026-5574,BOL202600574,ONE,2026-03-25,EUR,12466.1,931.0,111.72,0.0,80.0,1122.72
INV-2026-5575,BOL202600575,ONE,2026-04-14,VND,23363.1,63185500.0,2940000.0,0.0,0.0,66125500.0
INV-2026-5576,BOL202600576,MSC,2026-03-14,VND,11580.1,69139000.0,7855680.0,6125000.0,1960000.0,85079680.0
INV-2026-5577,BOL202600577,CMA CGM,2026-06-05,EUR,21485.5,1122.0,116.64,850.0,40.0,2128.64
INV-2026-5578,BOL202600578,ONE,2026-05-27,USD,20222.7,1461.0,178.0,250.0,280.0,2169.0
INV-2026-5579,BOL202600579,Evergreen,2026-05-17,USD,10932.8,3043.0,293.0,50.0,240.0,3626.0
INV-2026-5580,BOL202600580,Maersk,2026-01-30,USD,11247.0,2649.0,299.88,150.0,0.0,3098.88
INV-2026-5581,BOL202600581,COSCO,2026-02-20,EUR,13031.4,870.0,130.5,250.0,0.0,1250.5
INV-2026-5582,BOL202600582,Maersk,2026-06-19,VND,18930.3,2293.0,183.0,0.0,240.0,2716.0
INV-2026-5583,BOL202600583,ONE,2026-06-27,USD,21240.8,2579.0,120.0,650.0,0.0,3349.0
INV-2026-5584,BOL202600584,COSCO,2026-03-07,USD,18075.1,792.0,79.2,0.0,160.0,1031.2
INV-2026-5585,BOL202600585,COSCO,2026-05-22,USD,18801.3,2173.0,296.0,550.0,40.0,3059.0
INV-2026-5586,BOL202600586,CMA CGM,2026-05-19,USD,15175.2,1488.0,245.0,350.0,160.0,2243.0
INV-2026-5587,BOL202600587,Evergreen,2026-03-26,VND,24818.4,66370500.0,6247500.0,0.0,4900000.0,77518000.0
INV-2026-5588,BOL202600588,ONE,2026-05-26,EUR,19532.2,2426.0,182.0,0.0,80.0,2688.0
INV-2026-5589,BOL202600589,Evergreen,2026-01-29,USD,13437.2,1765.0,128.0,0.0,360.0,2253.0
INV-2026-5590,BOL202600590,ONE,2026-04-09,EUR,12497.7,1535.0,279.0,0.0,280.0,2094.0
INV-2026-5591,BOL202600591,Maersk,2026-03-29,USD,14804.8,2163.0,259.56,50.0,280.0,2752.56
INV-2026-5592,BOL202600592,MSC,2026-03-18,USD,22686.5,3019.0,452.85,100.0,280.0,3851.85
INV-2026-5593,BOL202600593,COSCO,2026-06-17,EUR,14806.3,917.0,110.04,450.0,280.0,1757.04
INV-2026-5594,BOL202600594,Maersk,2026-04-30,USD,24749.9,2593.0,163.0,100.0,80.0,2936.0
INV-2026-5595,BOL202600595,MSC,2026-05-10,EUR,13627.5,2299.0,275.88,550.0,200.0,3324.88
INV-2026-5596,BOL202600596,CMA CGM,2026-02-09,USD,15109.1,2694.0,269.4,0.0,40.0,3003.4
INV-2026-5597,BOL202600597,ONE,2026-06-02,EUR,20778.2,2988.0,283.8,100.0,200.0,3571.8
INV-2026-5598,BOL202600598,Maersk,2026-06-18,USD,14636.5,3052.0,289.0,0.0,0.0,3341.0
INV-2026-5599,BOL202600599,MSC,2026-04-18,VND,21925.0,39665500.0,5047000.0,1225000.0,1960000.0,47897500.0
INV-2026-5600,BOL202600600,ONE,2026-02-22,USD,22381.2,618.0,92.7,650.0,0.0,1360.7
INV-2026-5601,BOL202600601,Maersk,2026-05-30,EUR,20436.0,2086.0,208.6,250.0,280.0,2824.6
INV-2026-5602,BOL202600602,Maersk,2026-06-08,USD,14260.1,1447.0,297.0,100.0,320.0,2164.0
INV-2026-5603,BOL202600603,ONE,2026-06-18,USD,16617.3,2760.0,236.0,0.0,40.0,3036.0
INV-2026-5604,BOL202600604,Evergreen,2026-04-23,USD,10387.3,3264.0,391.68,0.0,40.0,3695.68
INV-2026-5605,BOL202600605,COSCO,2026-05-16,USD,24787.4,3147.0,299.7,0.0,240.0,3686.7
INV-2026-5606,BOL202600606,Evergreen,2026-04-29,USD,23644.2,1765.0,128.0,350.0,0.0,2243.0
INV-2026-5607,BOL202600607,Maersk,2026-03-27,USD,23122.1,1285.0,290.0,0.0,360.0,1935.0
INV-2026-5608,BOL202600608,Evergreen,2026-02-26,USD,10364.0,2709.0,255.0,350.0,240.0,3554.0
INV-2026-5609,BOL202600609,CMA CGM,2026-03-19,EUR,22005.7,1790.0,214.8,100.0,200.0,2304.8
INV-2026-5610,BOL202600610,CMA CGM,2026-02-25,VND,24496.6,47089000.0,7080500.0,0.0,1960000.0,56129500.0
INV-2026-5611,BOL202600611,COSCO,2026-03-03,EUR,22627.0,1770.0,126.0,50.0,0.0,1946.0
INV-2026-5612,BOL202600612,Maersk,2026-05-22,EUR,23633.3,2811.0,337.32,100.0,0.0,3248.32
INV-2026-5613,BOL202600613,Maersk,2026-02-01,USD,20390.6,1875.0,258.0,150.0,240.0,2523.0
INV-2026-5614,BOL202600614,Evergreen,2026-02-22,USD,19553.7,1866.0,186.6,0.0,40.0,2092.6
INV-2026-5615,BOL202600615,CMA CGM,2026-06-11,USD,21399.5,1645.0,262.0,0.0,360.0,2267.0
INV-2026-5616,BOL202600616,Evergreen,2026-04-18,EUR,21910.3,927.0,92.7,100.0,240.0,1359.7
INV-2026-5617,BOL202600617,COSCO,2026-04-30,USD,13779.3,1978.0,237.36,50.0,120.0,2385.36
INV-2026-5618,BOL202600618,MSC,2026-04-05,EUR,23037.7,1898.0,133.0,150.0,0.0,2181.0
INV-2026-5619,BOL202600619,COSCO,2026-03-21,EUR,16285.5,917.0,110.04,0.0,360.0,1387.04
INV-2026-5620,BOL202600620,Maersk,2026-05-04,USD,19166.4,2593.0,163.0,50.0,200.0,3006.0
INV-2026-5621,BOL202600621,ONE,2026-04-26,USD,13308.1,1461.0,178.0,350.0,160.0,2149.0
INV-2026-5622,BOL202600622,CMA CGM,2026-03-14,USD,21282.2,2694.0,269.4,850.0,0.0,3813.4
INV-2026-5623,BOL202600623,COSCO,2026-05-14,USD,19037.5,836.0,102.9,0.0,0.0,938.9
INV-2026-5624,BOL202600624,ONE,2026-06-13,USD,23432.4,2587.0,218.0,550.0,0.0,3355.0
INV-2026-5625,BOL202600625,Evergreen,2026-04-25,USD,14853.6,3414.0,391.68,850.0,240.0,4895.68
INV-2026-5626,BOL202600626,CMA CGM,2026-04-03,USD,11708.3,2709.0,325.08,0.0,280.0,3314.08
INV-2026-5627,BOL202600627,COSCO,2026-04-06,EUR,13694.6,823.0,209.0,0.0,0.0,1032.0
INV-2026-5628,BOL202600628,Maersk,2026-05-26,USD,19675.4,2365.0,281.0,450.0,40.0,3136.0
INV-2026-5629,BOL202600629,COSCO,2026-03-20,USD,12200.2,686.0,102.9,0.0,0.0,788.9
INV-2026-5630,BOL202600630,COSCO,2026-05-04,EUR,25203.2,2254.0,167.0,550.0,240.0,3211.0
INV-2026-5631,BOL202600631,Maersk,2026-03-20,USD,17839.1,1435.0,290.0,550.0,200.0,2475.0
INV-2026-5632,BOL202600632,Evergreen,2026-04-05,VND,12242.8,58089500.0,4165000.0,13475000.0,1960000.0,77689500.0
INV-2026-5633,BOL202600633,Maersk,2026-04-22,USD,21879.5,2499.0,299.88,150.0,160.0,3108.88
INV-2026-5634,BOL202600634,Evergreen,2026-02-01,USD,23232.2,3255.0,269.0,650.0,0.0,4174.0
INV-2026-5635,BOL202600635,CMA CGM,2026-06-11,USD,10628.0,3103.0,159.0,150.0,440.0,3852.0
INV-2026-5636,BOL202600636,MSC,2026-02-05,VND,16368.6,28028000.0,4875500.0,11025000.0,1960000.0,45888500.0
INV-2026-5637,BOL202600637,CMA CGM,2026-05-24,EUR,19810.1,1790.0,214.8,350.0,280.0,2634.8
INV-2026-5638,BOL202600638,COSCO,2026-03-09,USD,17227.2,1448.0,300.0,150.0,0.0,1898.0
INV-2026-5639,BOL202600639,CMA CGM,2026-03-12,EUR,15175.4,2285.0,228.5,0.0,200.0,2713.5
INV-2026-5640,BOL202600640,ONE,2026-03-29,USD,20377.2,973.36,236.44,414.0,0.0,1623.8
INV-2026-5641,BOL202600641,Maersk,2026-02-22,USD,17190.4,2092.0,291.0,0.0,240.0,2623.0
INV-2026-5642,BOL202600642,Maersk,2026-05-01,USD,16089.7,2199.0,204.0,650.0,40.0,3093.0
INV-2026-5643,BOL202600643,COSCO,2026-06-18,USD,12313.7,985.0,275.0,0.0,80.0,1340.0
INV-2026-5644,BOL202600644,COSCO,2026-04-15,USD,25375.5,1499.6,239.2,414.0,0.0,2152.8
INV-2026-5645,BOL202600645,MSC,2026-02-24,USD,10056.5,1144.0,199.0,0.0,200.0,1543.0
INV-2026-5646,BOL202600646,ONE,2026-06-10,VND,10092.0,67620000.0,5782000.0,0.0,980000.0,74382000.0
INV-2026-5647,BOL202600647,ONE,2026-07-05,EUR,17070.0,512.0,61.44,350.0,0.0,923.44
INV-2026-5648,BOL202600648,CMA CGM,2026-03-31,USD,18920.8,1505.0,180.6,0.0,0.0,1685.6
INV-2026-5649,BOL202600649,COSCO,2026-02-25,EUR,10587.5,959.0,296.0,250.0,200.0,1705.0
INV-2026-5650,BOL202600650,Maersk,2026-04-15,EUR,10784.5,474.0,196.0,0.0,0.0,670.0
INV-2026-5651,BOL202600651,COSCO,2026-04-06,USD,21989.4,2699.0,232.0,850.0,0.0,3781.0
INV-2026-5652,BOL202600652,MSC,2026-02-19,USD,24360.5,2778.0,416.7,450.0,160.0,3804.7
INV-2026-5653,BOL202600653,CMA CGM,2026-06-12,USD,12152.7,2242.0,210.0,550.0,120.0,3122.0
INV-2026-5654,BOL202600654,MSC,2026-04-25,VND,21133.3,20800500.0,2496060.0,0.0,0.0,23296560.0
INV-2026-5655,BOL202600655,MSC,2026-06-15,USD,21018.5,1016.0,279.0,0.0,80.0,1375.0
INV-2026-5656,BOL202600656,ONE,2026-04-20,USD,25920.4,3193.0,225.0,850.0,120.0,4388.0
INV-2026-5657,BOL202600657,CMA CGM,2026-06-27,USD,20109.7,3022.0,239.0,450.0,120.0,3831.0
INV-2026-5658,BOL202600658,Evergreen,2026-03-29,USD,10025.3,2709.0,255.0,100.0,320.0,3384.0
INV-2026-5659,BOL202600659,MSC,2026-02-23,USD,25983.8,1934.0,149.0,0.0,120.0,2203.0
INV-2026-5660,BOL202600660,Evergreen,2026-04-28,USD,14506.0,1811.48,248.4,46.0,0.0,2105.88
INV-2026-5661,BOL202600661,COSCO,2026-06-09,USD,11821.4,2730.0,409.5,100.0,80.0,3319.5
INV-2026-5662,BOL202600662,MSC,2026-06-13,USD,13104.2,1635.0,163.5,650.0,320.0,2768.5
INV-2026-5663,BOL202600663,MSC,2026-06-04,USD,20330.4,1769.0,206.0,0.0,320.0,2295.0
INV-2026-5664,BOL202600664,MSC,2026-05-27,USD,23026.7,2901.0,290.1,0.0,240.0,3431.1
INV-2026-5665,BOL202600665,MSC,2026-04-16,USD,10299.5,1635.0,163.5,250.0,120.0,2168.5
INV-2026-5666,BOL202600666,Maersk,2026-04-22,VND,14487.4,2086.0,208.6,100.0,160.0,2554.6
INV-2026-5667,BOL202600667,COSCO,2026-06-11,USD,16233.1,3253.0,267.0,0.0,80.0,3600.0
INV-2026-5668,BOL202600668,ONE,2026-04-12,USD,11388.8,1461.0,178.0,100.0,120.0,1859.0
INV-2026-5669,BOL202600669,COSCO,2026-04-12,VND,12800.2,24132500.0,6737500.0,15925000.0,0.0,46795000.0
INV-2026-5670,BOL202600670,COSCO,2026-03-13,EUR,10399.0,870.0,130.5,650.0,160.0,1810.5
INV-2026-5671,BOL202600671,CMA CGM,2026-03-06,USD,17735.6,942.0,113.04,0.0,40.0,1095.04
INV-2026-5672,BOL202600672,COSCO,2026-02-26,EUR,25008.4,917.0,110.04,0.0,40.0,1067.04
INV-2026-5673,BOL202600673,CMA CGM,2026-02-11,USD,23837.0,2561.28,189.52,0.0,0.0,2750.8
INV-2026-5674,BOL202600674,Maersk,2026-02-02,VND,24227.0,2811.0,337.32,250.0,240.0,3638.32
INV-2026-5675,BOL202600675,Evergreen,2026-04-09,USD,14994.3,2730.0,135.0,0.0,0.0,2865.0
INV-2026-5676,BOL202600676,Maersk,2026-03-18,USD,15106.4,2163.0,259.56,250.0,0.0,2672.56
INV-2026-5677,BOL202600677,MSC,2026-04-02,EUR,11831.4,2299.0,275.88,150.0,160.0,2884.88
INV-2026-5678,BOL202600678,Maersk,2026-02-19,USD,18789.9,2092.0,291.0,0.0,360.0,2743.0
INV-2026-5679,BOL202600679,ONE,2026-04-10,USD,14982.0,2842.0,179.0,150.0,200.0,3371.0
INV-2026-5680,BOL202600680,CMA CGM,2026-02-07,USD,19555.9,1922.0,289.0,50.0,160.0,2421.0
INV-2026-5681,BOL202600681,ONE,2026-03-18,EUR,14999.1,1230.0,123.0,350.0,240.0,1943.0
INV-2026-5682,BOL202600682,Evergreen,2026-06-07,EUR,22091.9,925.0,92.5,350.0,120.0,1487.5
INV-2026-5683,BOL202600683,COSCO,2026-03-01,USD,20310.7,2173.0,296.0,100.0,120.0,2689.0
INV-2026-5684,BOL202600684,Evergreen,2026-03-22,VND,19871.1,1495.0,179.4,50.0,0.0,1724.4
INV-2026-5685,BOL202600685,ONE,2026-04-24,EUR,10484.2,512.0,61.44,0.0,120.0,693.44
INV-2026-5686,BOL202600686,COSCO,2026-06-06,EUR,14516.1,959.0,296.0,200.0,200.0,1655.0
INV-2026-5687,BOL202600687,Evergreen,2026-02-22,USD,21428.4,589.0,190.0,100.0,240.0,1119.0
INV-2026-5688,BOL202600688,COSCO,2026-02-14,USD,16413.1,3253.0,267.0,0.0,280.0,3800.0
INV-2026-5689,BOL202600689,Evergreen,2026-03-28,USD,16141.1,3255.0,269.0,0.0,280.0,3804.0
INV-2026-5690,BOL202600690,COSCO,2026-05-21,VND,15475.2,2575.0,191.0,0.0,0.0,2766.0
INV-2026-5691,BOL202600691,Evergreen,2026-02-24,VND,19537.2,927.0,92.7,250.0,0.0,1269.7
INV-2026-5692,BOL202600692,Maersk,2026-05-18,USD,16492.7,2199.0,204.0,0.0,240.0,2643.0
INV-2026-5693,BOL202600693,ONE,2026-05-06,EUR,20562.6,2838.0,283.8,0.0,0.0,3121.8
INV-2026-5694,BOL202600694,CMA CGM,2026-06-16,USD,24423.9,551.0,245.0,250.0,0.0,1046.0
INV-2026-5695,BOL202600695,COSCO,2026-05-12,EUR,20904.3,1780.0,260.0,50.0,200.0,2290.0
INV-2026-5696,BOL202600696,CMA CGM,2026-04-19,USD,24641.9,3253.0,159.0,200.0,0.0,3612.0
INV-2026-5697,BOL202600697,CMA CGM,2026-06-11,USD,23640.1,942.0,113.04,0.0,160.0,1215.04
INV-2026-5698,BOL202600698,CMA CGM,2026-02-01,USD,23132.1,3103.0,159.0,0.0,80.0,3342.0
INV-2026-5699,BOL202600699,Evergreen,2026-02-02,VND,19442.6,14430500.0,4655000.0,2450000.0,8820000.0,30355500.0
INV-2026-5700,BOL202600700,CMA CGM,2026-05-10,USD,18721.9,942.0,113.04,0.0,120.0,1175.04
INV-2026-5701,BOL202600701,ONE,2026-03-02,USD,23493.2,618.0,92.7,750.0,80.0,1540.7
INV-2026-5702,BOL202600702,CMA CGM,2026-03-08,USD,20721.1,1529.0,152.9,0.0,0.0,1681.9
INV-2026-5703,BOL202600703,Maersk,2026-01-28,EUR,17787.2,2959.0,260.0,0.0,0.0,3219.0
INV-2026-5704,BOL202600704,Maersk,2026-03-08,USD,24297.3,2499.0,299.88,200.0,200.0,3198.88
INV-2026-5705,BOL202600705,CMA CGM,2026-03-22,VND,18832.8,36872500.0,4424700.0,1225000.0,2940000.0,45462200.0
